TYPEQU,REG,DEP,UU2020,AAV2020,BV2012,EPCI,DEPCOM,PRES_2016,PRES_2021,TYPEQU_TEXT
A501,27,25,CSZ,181,25434,200068070,25016,1,0,COIFFURE
A507,27,25,25108,61,25315,200068294,25019,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
B304,27,25,25108,61,25315,200068294,25019,1,0,MAGASIN DE CHAUSSURES
D232,27,25,25108,61,25315,200068294,25019,1,0,INFIRMIER
B305,27,25,CSZ,45,39500,200068070,25021,1,0,MAGASIN D’ÉLECTROMÉNAGER ET DE MAT. AUDIO-VIDEO
G104,27,25,CSZ,45,39500,200068070,25021,1,0,INFORMATION TOURISTIQUE
A507,27,25,25103,61,70285,200068294,25022,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
D233,27,25,25103,61,70285,200068294,25022,1,0,MASSEUR KINÉSITHÉRAPEUTE
D232,27,25,CSZ,181,25462,242500320,25024,1,0,INFIRMIER
G102,27,25,CSZ,181,25462,242500320,25024,1,0,HÔTEL
B203,27,25,CSZ,CSZ,25334,242504488,25026,1,0,BOULANGERIE
B103,27,25,651,61,25388,200065647,25031,1,0,GRANDE SURFACE DE BRICOLAGE
B308,27,25,651,61,25388,200065647,25031,1,0,MAGASIN DE REVÊTEMENTS MURS ET SOLS
D104,27,25,651,61,25388,200065647,25031,1,0,ÉTABLISSEMENT PSYCHIATRIQUE
D112,27,25,651,61,25388,200065647,25031,1,0,HOSPITALISATION À DOMICILE
D203,27,25,651,61,25388,200065647,25031,1,0,SPÉCIALISTE EN DERMATOLOGIE VÉNÉRÉOLOGIE
D238,27,25,651,61,25388,200065647,25031,1,0,AUDIO PROTHÉSISTE
F117,27,25,651,61,25388,200065647,25031,1,0,ROLLER-SKATE-VÉLO BICROSS OU FREESTYLE
A301,27,25,25203,61,25463,200065647,25033,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
A206,27,25,25601,45,25056,242500361,25036,1,0,BUREAU DE POSTE
A507,27,25,25601,45,25056,242500361,25036,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
B203,27,25,CSZ,45,25047,200068294,25038,1,0,BOULANGERIE
A206,27,25,CSZ,438,25578,242504181,25039,1,0,BUREAU DE POSTE
D201,27,25,CSZ,438,25578,242504181,25039,1,0,MÉDECIN GÉNÉRALISTE
D231,27,25,CSZ,181,25462,242504496,25041,1,0,SAGE-FEMME
A507,27,25,CSZ,313,25411,242504355,25042,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
A507,27,25,651,61,25388,200065647,25043,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
E101,27,25,651,61,25388,200065647,25043,1,0,TAXI-VTC
D231,27,25,CSZ,313,25411,242504116,25050,1,0,SAGE-FEMME
D201,27,25,CSZ,CSZ,25356,242504371,25051,1,0,MÉDECIN GÉNÉRALISTE
E101,27,25,CSZ,CSZ,25356,242504371,25051,1,0,TAXI-VTC
A208,27,25,25601,45,25056,242500361,25056,1,0,AGENCE POSTALE
D112,27,25,25601,45,25056,242500361,25056,1,0,HOSPITALISATION À DOMICILE
A507,27,25,651,61,25388,200065647,25057,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
B316,27,25,651,61,25388,200065647,25057,1,0,STATION-SERVICE
D221,27,25,651,61,25388,200065647,25057,1,0,CHIRURGIEN DENTISTE
D231,27,25,651,61,25388,200065647,25057,1,0,SAGE-FEMME
D705,27,25,651,61,25388,200065647,25057,1,0,CENTRE ACCUEIL DEMANDEUR D’ASILE
D709,27,25,651,61,25388,200065647,25057,1,0,AUTRES ÉTABLISSEMENTS POUR ADULTES ET FAMILLES EN DIFFICULTÉ
A507,27,25,25601,45,25056,242500361,25058,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
B313,27,25,25601,45,25056,242500361,25058,1,0,MAGASIN D’OPTIQUE
B315,27,25,25601,45,25056,242500361,25058,1,0,MAGASIN DE MATÉRIEL MÉDICAL ET ORTHOPÉDIQUE
D221,27,25,25601,45,25056,242500361,25058,1,0,CHIRURGIEN DENTISTE
E101,27,25,25601,45,25056,242500361,25058,1,0,TAXI-VTC
D232,27,25,25102,181,25462,242504488,25060,1,0,INFIRMIER
E101,27,25,25102,181,25462,242504488,25060,1,0,TAXI-VTC
A506,27,25,CSZ,61,25388,200065647,25071,1,0,PRESSING-LAVERIE AUTOMATIQUE
B203,27,25,CSZ,CSZ,25462,242504496,25075,1,0,BOULANGERIE
B203,27,25,CSZ,45,25532,242504181,25078,1,0,BOULANGERIE
D235,27,25,25203,61,25463,200065647,25082,1,0,ORTHOPHONISTE
E101,27,25,CSZ,61,70561,200068294,25083,1,0,TAXI-VTC
A206,27,25,CSZ,45,25056,242500361,25084,1,0,BUREAU DE POSTE
A501,27,25,CSZ,45,25047,242504447,25088,1,0,COIFFURE
A507,27,25,CSZ,CSZ,25356,242504371,25095,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
A501,27,25,CSZ,61,25388,200065647,25097,1,0,COIFFURE
B315,27,25,CSZ,61,25388,200065647,25097,1,0,MAGASIN DE MATÉRIEL MÉDICAL ET ORTHOPÉDIQUE
A507,27,25,CSZ,181,25462,242500320,25099,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
A501,27,25,CSZ,45,70334,200041887,25101,1,0,COIFFURE
D231,27,25,CSZ,45,25434,200068070,25106,1,0,SAGE-FEMME
A501,27,25,CSZ,45,25056,200068070,25109,1,0,COIFFURE
A506,27,25,25601,45,25056,242500361,25112,1,0,PRESSING-LAVERIE AUTOMATIQUE
B305,27,25,25601,45,25056,242500361,25112,1,0,MAGASIN D’ÉLECTROMÉNAGER ET DE MAT. AUDIO-VIDEO
B308,27,25,25601,45,25056,242500361,25112,1,0,MAGASIN DE REVÊTEMENTS MURS ET SOLS
D232,27,25,25601,45,25056,242500361,25112,1,0,INFIRMIER
G101,27,25,25601,45,25056,242500361,25112,1,0,AGENCE DE VOYAGE
A301,27,25,CSZ,CSZ,25356,242504371,25113,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
A301,27,25,CSZ,CSZ,25463,200023075,25114,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
E101,27,25,25204,45,25056,242500361,25115,1,0,TAXI-VTC
A501,27,25,CSZ,CSZ,25434,200068070,25120,1,0,COIFFURE
A206,27,25,25107,379,25356,200023075,25127,1,0,BUREAU DE POSTE
D233,27,25,25107,379,25356,200023075,25127,1,0,MASSEUR KINÉSITHÉRAPEUTE
D232,27,25,25601,45,25056,242500361,25133,1,0,INFIRMIER
G102,27,25,25601,45,25056,242500361,25133,1,0,HÔTEL
A507,27,25,CSZ,45,25056,242500361,25136,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
D502,27,25,CSZ,45,25056,242500361,25136,1,0,ÉTABLISSEMENT D’ACCUEIL DU JEUNE ENFANT (EAJE)
A205,27,25,CSZ,313,25411,242504355,25148,1,0,SERVICES FUNÉRAIRES
A301,27,25,CSZ,45,25056,200068070,25154,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
D232,27,25,CSZ,45,25056,200068070,25154,1,0,INFIRMIER
G101,27,25,CSZ,45,25434,200068070,25155,1,0,AGENCE DE VOYAGE
G102,27,25,CSZ,45,25434,200068070,25155,1,0,HÔTEL
D303,27,25,CSZ,181,25462,242500338,25157,1,0,AMBULANCE
F101,27,25,25101,61,25388,200065647,25159,1,0,BASSIN DE NATATION
G102,27,25,CSZ,CSZ,25411,242504181,25161,1,0,HÔTEL
A301,27,25,CSZ,45,25527,200041887,25164,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
A301,27,25,651,61,25388,200065647,25170,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
A301,27,25,CSZ,379,25356,200023075,25174,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
B203,27,25,CSZ,CSZ,70561,200068294,25184,1,0,BOULANGERIE
B316,27,25,153,45,25056,242500361,25186,1,0,STATION-SERVICE
A507,27,25,167,61,25388,200065647,25188,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
A206,27,25,264,61,90009,200065647,25190,1,0,BUREAU DE POSTE
B203,27,25,CSZ,61,25388,200065647,25191,1,0,BOULANGERIE
B203,27,25,CSZ,45,25527,242500361,25195,1,0,BOULANGERIE
D232,27,25,CSZ,45,25527,242500361,25195,1,0,INFIRMIER
A206,27,25,264,61,90009,200065647,25196,1,0,BUREAU DE POSTE
B203,27,25,CSZ,45,25056,242500361,25197,1,0,BOULANGERIE
D201,27,25,CSZ,45,25056,242500361,25197,1,0,MÉDECIN GÉNÉRALISTE
B203,27,25,25103,61,70285,200068294,25198,1,0,BOULANGERIE
E101,27,25,25103,61,70285,200068294,25198,1,0,TAXI-VTC
A506,27,25,25601,45,25056,242500361,25200,1,0,PRESSING-LAVERIE AUTOMATIQUE
B301,27,25,25601,45,25056,242500361,25200,1,0,"LIBRAIRIE, PAPETERIE, JOURNAUX"
A206,27,25,25401,181,25462,242500338,25204,1,0,BUREAU DE POSTE
B102,27,25,25401,181,25462,242500338,25204,1,0,SUPERMARCHÉ
B301,27,25,25401,181,25462,242500338,25204,1,0,"LIBRAIRIE, PAPETERIE, JOURNAUX"
D235,27,25,25401,181,25462,242500338,25204,1,0,ORTHOPHONISTE
D303,27,25,25401,181,25462,242500338,25204,1,0,AMBULANCE
B305,27,25,25601,45,25056,242500361,25212,1,0,MAGASIN D’ÉLECTROMÉNAGER ET DE MAT. AUDIO-VIDEO
B316,27,25,CSZ,61,25463,200065647,25214,1,0,STATION-SERVICE
A205,27,25,CSZ,45,25578,242504181,25222,1,0,SERVICES FUNÉRAIRES
A302,27,25,CSZ,45,25578,242504181,25222,1,0,CONTRÔLE TECHNIQUE AUTOMOBILE
D232,27,25,CSZ,61,25388,200065647,25224,1,0,INFIRMIER
D221,27,25,651,61,25388,200065647,25228,1,0,CHIRURGIEN DENTISTE
G101,27,25,651,61,25388,200065647,25228,1,0,AGENCE DE VOYAGE
B304,27,25,CSZ,61,25315,200068294,25232,1,0,MAGASIN DE CHAUSSURES
A206,27,25,651,61,90033,200065647,25237,1,0,BUREAU DE POSTE
A301,27,25,651,61,90033,200065647,25237,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
A501,27,25,CSZ,61,25463,200065647,25239,1,0,COIFFURE
B203,27,25,CSZ,CSZ,25578,242504181,25243,1,0,BOULANGERIE
D233,27,25,CSZ,CSZ,25578,242504181,25243,1,0,MASSEUR KINÉSITHÉRAPEUTE
A206,27,25,CSZ,CSZ,25462,200069565,25254,1,0,BUREAU DE POSTE
A207,27,25,CSZ,379,25356,200023075,25256,1,0,RELAIS POSTE
D108,27,25,25204,45,25056,242500361,25258,1,0,CENTRE DE SANTÉ
B305,27,25,CSZ,181,25462,242504496,25259,1,0,MAGASIN D’ÉLECTROMÉNAGER ET DE MAT. AUDIO-VIDEO
A301,27,25,CSZ,313,25411,242504181,25262,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
A301,27,25,CSZ,61,25315,200068294,25264,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
A301,27,25,CSZ,CSZ,25334,242504488,25270,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
D231,27,25,CSZ,CSZ,25334,242504488,25270,1,0,SAGE-FEMME
A206,27,25,CSZ,CSZ,25411,242500320,25271,1,0,BUREAU DE POSTE
F105,27,25,CSZ,CSZ,25411,242500320,25271,1,0,DOMAINE SKIABLE
G103,27,25,CSZ,CSZ,25411,242500320,25271,1,0,CAMPING
A207,27,25,CSZ,379,25356,200023075,25280,1,0,RELAIS POSTE
D233,27,25,CSZ,313,25411,242504116,25285,1,0,MASSEUR KINÉSITHÉRAPEUTE
D303,27,25,CSZ,313,25411,242504116,25285,1,0,AMBULANCE
A507,27,25,CSZ,45,25056,242500361,25287,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
B315,27,25,CSZ,45,25056,242500361,25287,1,0,MAGASIN DE MATÉRIEL MÉDICAL ET ORTHOPÉDIQUE
D235,27,25,CSZ,45,25056,242500361,25287,1,0,ORTHOPHONISTE
G102,27,25,CSZ,313,25411,242504181,25288,1,0,HÔTEL
D602,27,25,CSZ,181,25462,242500338,25293,1,0,ENFANTS HANDICAPÉS : SERVICES À DOMICILE OU AMBULATOIRES
A507,27,25,CSZ,313,25411,242504116,25296,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
A206,27,25,651,61,25388,200065647,25304,1,0,BUREAU DE POSTE
D201,27,25,651,61,25388,200065647,25304,1,0,MÉDECIN GÉNÉRALISTE
D602,27,25,651,61,25388,200065647,25304,1,0,ENFANTS HANDICAPÉS : SERVICES À DOMICILE OU AMBULATOIRES
A501,27,25,CSZ,45,25578,200068070,25305,1,0,COIFFURE
B301,27,25,CSZ,CSZ,25462,200069565,25307,1,0,"LIBRAIRIE, PAPETERIE, JOURNAUX"
B315,27,25,CSZ,CSZ,25462,200069565,25308,1,0,MAGASIN DE MATÉRIEL MÉDICAL ET ORTHOPÉDIQUE
B308,27,25,25401,181,25462,242500338,25309,1,0,MAGASIN DE REVÊTEMENTS MURS ET SOLS
D201,27,25,25401,181,25462,242500338,25309,1,0,MÉDECIN GÉNÉRALISTE
E101,27,25,25401,181,25462,242500338,25309,1,0,TAXI-VTC
E101,27,25,CSZ,CSZ,25047,242504447,25313,1,0,TAXI-VTC
B301,27,25,25108,61,25315,200068294,25315,1,0,"LIBRAIRIE, PAPETERIE, JOURNAUX"
D221,27,25,25108,61,25315,200068294,25315,1,0,CHIRURGIEN DENTISTE
D233,27,25,CSZ,CSZ,25462,200069565,25318,1,0,MASSEUR KINÉSITHÉRAPEUTE
A206,27,25,CSZ,CSZ,25462,200069565,25320,1,0,BUREAU DE POSTE
A507,27,25,CSZ,CSZ,25462,200069565,25320,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
D108,27,25,CSZ,CSZ,25462,200069565,25320,1,0,CENTRE DE SANTÉ
A207,27,25,CSZ,45,25047,242504447,25323,1,0,RELAIS POSTE
D233,27,25,CSZ,CSZ,25578,242504181,25333,1,0,MASSEUR KINÉSITHÉRAPEUTE
A302,27,25,CSZ,181,25334,242504488,25334,1,0,CONTRÔLE TECHNIQUE AUTOMOBILE
B304,27,25,CSZ,181,25334,242504488,25334,1,0,MAGASIN DE CHAUSSURES
B316,27,25,CSZ,181,25334,242504488,25334,1,0,STATION-SERVICE
B203,27,25,CSZ,181,25434,200068070,25339,1,0,BOULANGERIE
G104,27,25,CSZ,45,25527,200068070,25340,1,0,INFORMATION TOURISTIQUE
A507,27,25,CSZ,61,25315,200065647,25345,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
A507,27,25,25101,61,25388,200065647,25350,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
A506,27,25,25112,379,25356,200023075,25356,1,0,PRESSING-LAVERIE AUTOMATIQUE
B305,27,25,25112,379,25356,200023075,25356,1,0,MAGASIN D’ÉLECTROMÉNAGER ET DE MAT. AUDIO-VIDEO
B310,27,25,25112,379,25356,200023075,25356,1,0,PARFUMERIE-COSMÉTIQUE
G102,27,25,25112,379,25356,200023075,25356,1,0,HÔTEL
D201,27,25,CSZ,CSZ,25462,200069565,25361,1,0,MÉDECIN GÉNÉRALISTE
B310,27,25,651,61,25388,200065647,25367,1,0,PARFUMERIE-COSMÉTIQUE
G102,27,25,651,61,25388,200065647,25367,1,0,HÔTEL
A01G,27,25,CSZ,45,25056,242500361,25368,1,0,DRFIP ET DDFIP
B203,27,25,CSZ,45,25056,242500361,25368,1,0,BOULANGERIE
D201,27,25,CSZ,45,25056,242500361,25368,1,0,MÉDECIN GÉNÉRALISTE
D233,27,25,CSZ,45,25056,242500361,25368,1,0,MASSEUR KINÉSITHÉRAPEUTE
A301,27,25,CSZ,45,25056,242500361,25371,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
A301,27,25,CSZ,45,25527,200041887,25374,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
E101,27,25,CSZ,45,25527,200041887,25374,1,0,TAXI-VTC
A501,27,25,CSZ,45,25056,242500361,25376,1,0,COIFFURE
A507,27,25,CSZ,CSZ,25047,200068294,25377,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
A207,27,25,CSZ,61,25388,200065647,25378,1,0,RELAIS POSTE
F113,27,25,CSZ,61,25388,200065647,25378,1,0,TERRAINS DE GRANDS JEUX
A507,27,25,CSZ,CSZ,25462,200069565,25380,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
D233,27,25,CSZ,CSZ,25462,200069565,25380,1,0,MASSEUR KINÉSITHÉRAPEUTE
D243,27,25,CSZ,CSZ,25462,200069565,25380,1,0,PSYCHOLOGUE
A206,27,25,25601,45,25056,242500361,25381,1,0,BUREAU DE POSTE
A503,27,25,25601,45,25056,242500361,25381,1,0,AGENCE DE TRAVAIL TEMPORAIRE
B103,27,25,25601,45,25056,242500361,25381,1,0,GRANDE SURFACE DE BRICOLAGE
E101,27,25,25601,45,25056,242500361,25381,1,0,TAXI-VTC
E101,27,25,CSZ,45,25056,200041887,25383,1,0,TAXI-VTC
D235,27,25,CSZ,CSZ,70561,200068294,25385,1,0,ORTHOPHONISTE
F112,27,25,CSZ,CSZ,70561,200068294,25385,1,0,SALLES SPÉCIALISÉES
A507,27,25,CSZ,379,25356,200023075,25387,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
D106,27,25,651,61,25388,200065647,25388,1,0,URGENCES
D107,27,25,651,61,25388,200065647,25388,1,0,MATERNITÉ
D209,27,25,651,61,25388,200065647,25388,1,0,SPÉCIALISTE EN OTO-RHINO-LARYNGOLOGIE
A206,27,25,CSZ,181,25462,242500320,25390,1,0,BUREAU DE POSTE
A501,27,25,CSZ,181,25462,242500320,25390,1,0,COIFFURE
D201,27,25,CSZ,181,25462,242500320,25390,1,0,MÉDECIN GÉNÉRALISTE
A506,27,25,CSZ,61,25388,200065647,25394,1,0,PRESSING-LAVERIE AUTOMATIQUE
B311,27,25,25601,45,25532,242500361,25395,1,0,HORLOGERIE-BIJOUTERIE
E101,27,25,25601,45,25532,242500361,25395,1,0,TAXI-VTC
A205,27,25,25105,45,25056,242500361,25397,1,0,SERVICES FUNÉRAIRES
A301,27,25,CSZ,CSZ,25434,200068070,25400,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
D303,27,25,CSZ,313,25411,242504116,25403,1,0,AMBULANCE
B308,27,25,25301,313,25411,242504116,25411,1,0,MAGASIN DE REVÊTEMENTS MURS ET SOLS
D209,27,25,25301,313,25411,242504116,25411,1,0,SPÉCIALISTE EN OTO-RHINO-LARYNGOLOGIE
B316,27,25,CSZ,CSZ,25462,200069565,25413,1,0,STATION-SERVICE
G103,27,25,CSZ,181,25434,200068070,25415,1,0,CAMPING
A507,27,25,CSZ,CSZ,70561,200068294,25419,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
B203,27,25,CSZ,45,25056,242500361,25427,1,0,BOULANGERIE
A506,27,25,651,61,25388,200065647,25428,1,0,PRESSING-LAVERIE AUTOMATIQUE
A507,27,25,651,61,25388,200065647,25428,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
B103,27,25,651,61,25388,200065647,25428,1,0,GRANDE SURFACE DE BRICOLAGE
B301,27,25,25111,45,25056,242500361,25429,1,0,"LIBRAIRIE, PAPETERIE, JOURNAUX"
D602,27,25,25111,45,25056,242500361,25429,1,0,ENFANTS HANDICAPÉS : SERVICES À DOMICILE OU AMBULATOIRES
D605,27,25,25111,45,25056,242500361,25429,1,0,TRAVAIL PROTÉGÉ
B305,27,25,25110,45,25434,200068070,25434,1,0,MAGASIN D’ÉLECTROMÉNAGER ET DE MAT. AUDIO-VIDEO
A301,27,25,CSZ,181,25462,242500320,25440,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
B203,27,25,CSZ,45,25056,242500361,25448,1,0,BOULANGERIE
A206,27,25,CSZ,CSZ,25578,242504181,25453,1,0,BUREAU DE POSTE
E101,27,25,25601,45,25056,242500361,25454,1,0,TAXI-VTC
A301,27,25,CSZ,379,25356,200023075,25458,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
A507,27,25,CSZ,CSZ,25315,200068294,25461,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
B101,27,25,25401,181,25462,242500338,25462,1,0,HYPERMARCHÉ
C605,27,25,25401,181,25462,242500338,25462,1,0,CENTRE DISPENSANT DES FORMATIONS D’APPRENTISSAGE AGRICOLE
D103,27,25,25401,181,25462,242500338,25462,1,0,ÉTABLISSEMENT SANTÉ LONG SÉJOUR
D109,27,25,25401,181,25462,242500338,25462,1,0,STRUCTURE PSYCHIATRIQUE EN AMBULATOIRE
D206,27,25,25401,181,25462,242500338,25462,1,0,SPÉCIALISTE EN GASTRO-ENTÉROLOGIE HÉPATOLOGIE
D401,27,25,25401,181,25462,242500338,25462,1,0,PERSONNES ÂGÉES : HÉBERGEMENT
F120,27,25,25401,181,25462,242500338,25462,1,0,SALLES DE REMISE EN FORME
A506,27,25,25203,61,25463,200065647,25463,1,0,PRESSING-LAVERIE AUTOMATIQUE
B301,27,25,25203,61,25463,200065647,25463,1,0,"LIBRAIRIE, PAPETERIE, JOURNAUX"
B310,27,25,25203,61,25463,200065647,25463,1,0,PARFUMERIE-COSMÉTIQUE
D208,27,25,25203,61,25463,200065647,25463,1,0,SPÉCIALISTE EN OPHTALMOLOGIE
B316,27,25,CSZ,45,25527,242500361,25466,1,0,STATION-SERVICE
E101,27,25,CSZ,45,25527,242500361,25466,1,0,TAXI-VTC
A506,27,25,25204,45,25056,242500361,25467,1,0,PRESSING-LAVERIE AUTOMATIQUE
D235,27,25,25204,45,25056,242500361,25467,1,0,ORTHOPHONISTE
D231,27,25,CSZ,45,25056,200068070,25475,1,0,SAGE-FEMME
D235,27,25,CSZ,45,25056,200068070,25475,1,0,ORTHOPHONISTE
G104,27,25,CSZ,45,25056,200068070,25475,1,0,INFORMATION TOURISTIQUE
A501,27,25,CSZ,45,25056,242500361,25477,1,0,COIFFURE
A501,27,25,CSZ,CSZ,25434,200068070,25489,1,0,COIFFURE
A501,27,25,CSZ,CSZ,25047,242504447,25492,1,0,COIFFURE
A501,27,25,CSZ,181,25462,242504496,25493,1,0,COIFFURE
A501,27,25,CSZ,CSZ,25047,200068294,25499,1,0,COIFFURE
A104,27,25,CSZ,CSZ,70561,200068294,25505,1,0,GENDARMERIE
A206,27,25,CSZ,CSZ,70561,200068294,25505,1,0,BUREAU DE POSTE
B311,27,25,CSZ,CSZ,70561,200068294,25505,1,0,HORLOGERIE-BIJOUTERIE
D231,27,25,CSZ,CSZ,70561,200068294,25505,1,0,SAGE-FEMME
D605,27,25,CSZ,CSZ,70561,200068294,25505,1,0,TRAVAIL PROTÉGÉ
E101,27,25,CSZ,45,25047,242504447,25508,1,0,TAXI-VTC
A01G,27,25,25104,313,25356,242504355,25512,1,0,DRFIP ET DDFIP
A01G,27,25,CSZ,CSZ,25356,200023075,25519,1,0,DRFIP ET DDFIP
E101,27,25,CSZ,CSZ,25356,200023075,25519,1,0,TAXI-VTC
A301,27,25,CSZ,45,25047,242504447,25520,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
D201,27,25,CSZ,61,25388,200065647,25523,1,0,MÉDECIN GÉNÉRALISTE
E101,27,25,CSZ,61,25388,200065647,25523,1,0,TAXI-VTC
A301,27,25,CSZ,61,25315,200065647,25524,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
A206,27,25,651,61,25388,200065647,25526,1,0,BUREAU DE POSTE
B103,27,25,25113,45,25527,242500361,25527,1,0,GRANDE SURFACE DE BRICOLAGE
G102,27,25,25113,45,25527,242500361,25527,1,0,HÔTEL
A206,27,25,CSZ,CSZ,25315,242504371,25529,1,0,BUREAU DE POSTE
E101,27,25,CSZ,CSZ,25315,242504371,25529,1,0,TAXI-VTC
D235,27,25,25109,45,25532,242500361,25532,1,0,ORTHOPHONISTE
A205,27,25,651,61,25388,200065647,25539,1,0,SERVICES FUNÉRAIRES
D602,27,25,651,61,25388,200065647,25539,1,0,ENFANTS HANDICAPÉS : SERVICES À DOMICILE OU AMBULATOIRES
A301,27,25,CSZ,61,70285,200065647,25540,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
B301,27,25,25204,45,25056,242500361,25542,1,0,"LIBRAIRIE, PAPETERIE, JOURNAUX"
D201,27,25,25204,45,25056,242500361,25542,1,0,MÉDECIN GÉNÉRALISTE
A501,27,25,CSZ,45,25047,242504447,25546,1,0,COIFFURE
A01G,27,25,651,61,25388,200065647,25547,1,0,DRFIP ET DDFIP
A506,27,25,651,61,25388,200065647,25547,1,0,PRESSING-LAVERIE AUTOMATIQUE
D602,27,25,651,61,25388,200065647,25547,1,0,ENFANTS HANDICAPÉS : SERVICES À DOMICILE OU AMBULATOIRES
G101,27,25,651,61,25388,200065647,25547,1,0,AGENCE DE VOYAGE
E101,27,25,25102,181,25462,242504488,25549,1,0,TAXI-VTC
D201,27,25,651,61,25388,200065647,25555,1,0,MÉDECIN GÉNÉRALISTE
D232,27,25,651,61,25388,200065647,25555,1,0,INFIRMIER
E101,27,25,CSZ,45,25056,242500361,25557,1,0,TAXI-VTC
A208,27,25,25601,45,25056,242500361,25560,1,0,AGENCE POSTALE
B102,27,25,25601,45,25056,242500361,25560,1,0,SUPERMARCHÉ
D221,27,25,25601,45,25056,242500361,25560,1,0,CHIRURGIEN DENTISTE
A501,27,25,25105,45,25056,242500361,25561,1,0,COIFFURE
E101,27,25,CSZ,45,70447,242504447,25566,1,0,TAXI-VTC
G102,27,25,CSZ,379,25356,200023075,25571,1,0,HÔTEL
A207,27,25,CSZ,CSZ,70561,200068294,25574,1,0,RELAIS POSTE
B203,27,25,CSZ,CSZ,70561,200068294,25574,1,0,BOULANGERIE
B206,27,25,25202,438,25578,242504181,25578,1,0,POISSONNERIE
B305,27,25,25202,438,25578,242504181,25578,1,0,MAGASIN D’ÉLECTROMÉNAGER ET DE MAT. AUDIO-VIDEO
E101,27,25,25202,438,25578,242504181,25578,1,0,TAXI-VTC
D207,27,25,651,61,25388,200065647,25580,1,0,SPÉCIALISTE EN PSYCHIATRIE
A501,27,25,CSZ,61,25388,200065647,25586,1,0,COIFFURE
G103,27,25,CSZ,CSZ,25356,200023075,25591,1,0,CAMPING
A301,27,25,CSZ,CSZ,25047,242504371,25597,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
A206,27,25,CSZ,438,25578,242504181,25601,1,0,BUREAU DE POSTE
C605,27,25,CSZ,438,25578,242504181,25601,1,0,CENTRE DISPENSANT DES FORMATIONS D’APPRENTISSAGE AGRICOLE
A301,27,25,CSZ,438,25578,242504181,25605,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
A301,27,25,25109,45,25532,242500361,25611,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
A501,27,25,CSZ,CSZ,25047,200068294,25613,1,0,COIFFURE
B203,27,25,CSZ,61,25463,200065647,25617,1,0,BOULANGERIE
D201,27,25,CSZ,61,25463,200065647,25617,1,0,MÉDECIN GÉNÉRALISTE
D603,27,25,CSZ,181,25334,242504488,25621,1,0,ADULTES HANDICAPÉS : ACCUEIL/HÉBERGEMENT
G101,27,25,CSZ,45,25527,200041887,25622,1,0,AGENCE DE VOYAGE
